%Chi,%Gel,%Gly,%Pec,%Sta,%Oil,%W,%AA,T(°C),%RH,t(h),TS,WVP,%E
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.36,92.2,100.3
0.89,0.0,0.38,0.0,0.45,0.0,97.89,0.38,60.0,50.0,48.0,49.4,92.2,100.4
0.89,0.45,0.56,0.0,0.89,0.0,96.83,0.37,60.0,50.0,56.44,18.9,60.8,75.4
0.5,0.0,0.3,0.0,0.0,1.0,98.2,1.0,25.0,60.0,48.0,107.0,66.3,13.8
0.89,0.45,0.56,0.0,0.89,0.0,96.83,0.37,60.0,50.0,48.0,18.9,57.8,75.4
0.89,0.45,0.37,0.0,1.34,0.0,96.58,0.37,60.0,50.0,48.0,39.89,101.7,4.51
0.89,0.22,0.19,0.0,1.34,0.0,96.98,0.37,60.0,50.0,48.0,39.89,101.7,4.51
1.5,0.0,1.49,0.0,0.0,0.0,96.01,1.0,2.0,54.0,24.0,8.7,62.5,42.8
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,20.4,45.26,72.0,99.33,0.63,4.86
1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,25.0,50.0,48.0,52.7,37.82,46.12
1.4,0.0,0.0,0.0,0.0,0.0,96.6,2.0,60.0,60.0,48.0,61.11,84.53,21.35
1.33,1.05,0.0,0.0,0.0,1.0,96.62,1.0,25.0,50.0,55.08,57.6,72.0,6.5
0.9,0.0,0.38,0.0,0.0,0.0,97.89,0.2,25.0,45.0,48.0,22.4,29.93,20.95
1.5,0.0,1.49,0.0,0.0,0.0,96.01,1.0,35.22,52.55,10.0,8.7,48.09,48.2
1.2,0.0,0.05,0.0,0.0,0.0,98.56,0.2,25.0,54.0,24.0,30.57,79.3,20.95
0.9,0.22,0.19,0.0,0.0,0.0,97.26,0.5,25.0,45.0,12.0,36.89,0.02,29.77
2.0,0.0,0.24,0.0,1.34,0.0,96.76,0.37,60.0,50.0,48.0,40.41,94.7,35.1
0.9,0.22,0.57,0.0,0.45,0.0,97.48,0.37,60.0,50.0,168.0,16.71,65.8,100.2
2.0,0.0,0.2,0.0,0.0,1.5,96.8,0.5,21.0,57.0,24.0,71.2,28.82,13.2
1.0,0.0,0.3,0.0,0.0,1.0,97.7,1.0,25.0,60.0,48.0,372.0,66.6,15.5
1.4,0.0,0.0,0.0,0.0,0.0,96.6,2.0,25.0,58.0,12.0,61.11,7.68,21.35
1.33,1.05,0.0,0.0,0.0,0.0,96.62,1.0,25.0,50.0,48.0,57.6,22.0,6.5
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,40.0,75.0,48.0,44.9,114.22,16.9
1.5,0.0,0.89,0.0,0.0,0.5,96.61,0.4,25.0,33.0,72.0,15.8,0.75,22.75
2.5,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,56.44,11.22,49.4,84.17
1.5,0.0,0.3,0.0,0.0,0.25,97.2,1.0,40.0,50.0,72.0,44.9,114.42,16.9
0.9,0.45,0.56,0.0,0.89,0.0,96.83,0.37,60.0,50.0,56.44,18.9,60.8,75.4
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.36,92.2,100.3
0.0,2.27,6.36,0.45,0.0,0.0,90.91,0.0,25.0,58.0,12.0,12.05,7.68,63.39
0.9,0.22,0.19,0.0,1.34,0.0,97.01,0.37,60.0,50.0,48.0,33.36,101.2,50.3
0.9,0.0,0.38,0.0,1.34,0.0,97.01,0.37,60.0,50.0,56.44,33.36,101.2,50.3
0.89,0.45,0.37,0.0,1.34,0.0,96.58,0.37,60.0,50.0,48.0,40.41,69.7,35.1
0.89,0.45,0.56,0.0,0.89,0.0,96.83,0.37,60.0,50.0,56.44,18.9,60.8,75.4
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,2.0,54.0,24.0,309.0,78.5,7.72
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,2.0,45.0,48.0,120.0,72.5,8.51
1.0,0.0,0.0,0.0,0.0,0.25,98.0,0.0,25.0,33.0,72.0,52.77,0.27,11.33
1.4,0.0,0.0,0.0,0.0,0.0,96.6,2.0,60.0,60.0,48.0,61.11,84.53,21.35
2.0,0.39,0.48,0.0,0.0,1.75,94.91,1.72,25.0,53.0,24.0,6.7,15.0,31.0
0.9,0.0,0.57,0.0,0.9,0.0,97.26,0.37,60.0,54.0,24.0,28.83,67.5,110.7
0.9,0.23,0.19,0.0,0.45,0.0,97.85,0.38,60.0,50.0,48.0,36.46,83.7,51.2
0.5,0.0,0.3,0.0,0.0,1.0,98.2,1.0,25.0,50.0,55.08,107.0,66.3,13.8
2.5,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,56.44,11.22,49.4,84.17
1.0,0.79,1.43,0.0,0.0,0.5,96.28,0.5,25.0,33.0,72.0,31.87,0.75,29.77
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.36,92.2,100.3
1.5,0.0,0.3,0.0,0.9,0.0,97.2,0.37,60.0,50.0,48.0,33.0,87.5,21.5
1.0,0.0,0.2,0.0,0.0,0.0,97.3,0.5,25.0,58.0,12.0,121.3,7.68,23.8
1.5,0.0,0.0,0.0,0.0,0.0,97.5,1.0,40.0,75.0,48.0,64.3,117.25,13.7
0.0,1.57,0.79,0.0,0.0,0.0,97.63,0.0,25.0,53.0,24.0,22.6,9.08,36.5
2.7,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,56.44,11.22,49.4,84.17
1.0,0.79,1.43,0.0,0.0,0.0,96.28,0.5,25.0,45.0,48.0,31.87,2.46,29.77
0.9,0.45,0.38,0.0,0.45,0.0,97.45,0.37,60.0,54.0,24.0,13.63,65.8,70.6
0.9,0.45,0.38,0.0,0.45,0.0,97.45,0.37,60.0,50.0,48.0,13.63,97.7,70.6
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,2.0,54.0,24.0,120.0,82.5,8.51
1.0,0.0,0.2,0.0,0.0,2.0,96.8,0.5,21.0,57.0,24.0,71.2,28.82,13.2
1.0,0.0,0.0,0.0,0.0,1.0,98.0,1.0,25.0,60.0,48.0,61.82,86.0,4.59
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,2.0,54.0,168.0,398.0,84.5,7.72
1.0,0.0,0.2,0.0,0.0,0.0,97.8,1.0,60.0,52.51,10.0,22.2,69.78,41.98
1.5,0.0,0.0,0.0,0.0,0.0,97.5,1.0,40.0,75.0,56.44,64.3,115.25,13.7
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,50.0,48.0,52.77,40.21,14.32
2.0,0.0,0.0,0.0,0.0,1.0,96.0,1.0,20.09,46.11,72.0,67.67,0.34,4.02
0.9,0.0,0.57,0.0,0.9,0.0,97.26,0.37,60.0,50.0,24.0,28.83,57.8,110.7
0.9,0.0,0.38,0.0,0.45,0.0,97.89,0.38,60.0,50.0,48.0,49.4,65.8,100.4
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,25.0,50.0,56.44,107.0,66.3,13.8
1.4,0.0,0.0,0.0,0.0,0.0,96.6,2.0,60.0,60.0,48.0,61.11,84.53,21.35
0.0,0.79,0.32,0.0,0.0,1.12,96.75,1.15,25.0,53.0,24.0,35.0,11.0,51.0
0.9,0.45,0.19,0.0,0.45,0.0,97.45,0.37,60.0,50.0,48.0,13.63,90.6,70.6
1.0,0.0,0.24,0.0,0.0,0.25,97.76,1.0,20.0,45.23,72.0,31.89,0.56,30.51
2.0,0.0,0.79,0.0,0.0,0.0,96.21,1.0,34.95,52.58,10.0,64.96,46.43,45.0
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,54.0,12.0,309.0,79.3,26.5
2.5,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,48.0,11.22,49.4,84.17
2.0,0.0,0.0,0.0,0.0,0.5,96.0,1.0,20.32,45.66,72.0,17.67,0.54,4.52
1.0,0.0,0.2,0.0,0.0,0.0,97.8,1.0,60.0,54.98,12.0,22.2,71.26,41.98
0.9,0.45,0.19,0.0,0.0,1.0,97.19,0.37,13.0,50.0,55.08,30.76,40.61,71.2
0.89,0.45,0.37,0.0,1.34,0.0,96.58,0.37,60.0,50.0,48.0,40.41,94.7,37.1
1.0,0.0,0.2,0.0,0.0,0.0,97.8,1.0,60.0,52.51,10.0,22.2,69.78,41.98
1.33,1.05,0.0,0.0,0.0,0.0,96.62,1.0,25.0,54.0,168.0,57.6,38.0,6.5
2.5,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,56.44,11.22,49.4,84.17
1.0,0.0,0.24,0.0,0.0,1.0,97.76,1.0,25.0,50.0,55.08,31.89,42.35,30.51
1.0,0.0,0.12,0.0,0.0,0.0,97.88,1.0,25.0,50.0,56.44,43.41,38.78,11.14
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,22.0,54.0,24.0,372.0,40.8,15.5
4.0,0.0,0.63,0.0,0.0,0.0,95.37,0.0,25.0,53.0,24.0,55.0,11.0,5.7
1.0,0.0,0.24,0.0,0.0,0.0,97.76,1.0,2.0,54.0,24.0,31.89,84.5,7.75
1.33,1.05,0.0,0.0,0.0,0.0,96.62,1.0,25.0,50.0,56.44,57.6,72.0,6.5
2.5,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,56.44,11.22,49.4,84.17
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,30.86,52.84,24.0,99.33,39.08,2.7
1.4,0.0,0.0,0.0,0.0,0.0,96.6,2.0,60.0,60.0,56.44,61.11,84.53,21.35
1.0,0.0,0.24,0.0,0.0,1.0,97.76,1.0,23.0,50.0,55.08,31.89,42.62,30.51
1.0,0.0,0.0,0.0,0.0,2.0,95.5,0.5,21.0,57.0,24.0,22.0,44.56,22.6
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,75.0,48.0,372.0,114.15,15.5
1.0,0.0,0.79,0.0,0.0,0.0,96.62,1.0,25.0,53.0,36.0,32.7,9.08,30.51
0.8,0.95,0.79,0.0,0.0,0.0,97.06,1.0,25.0,45.0,12.0,31.88,0.02,24.51
0.8,0.95,0.79,0.0,0.0,0.25,97.06,0.4,20.74,45.23,72.0,23.88,0.56,11.05
1.0,0.0,0.0,0.0,0.0,0.0,97.5,0.5,25.0,53.0,24.0,63.0,8.0,5.5
1.0,0.0,0.2,0.0,0.0,1.25,96.8,0.5,21.0,57.0,24.0,71.2,25.4,13.2
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,50.0,48.0,52.77,40.21,14.32
1.0,0.0,0.2,0.0,0.0,0.25,96.85,1.0,20.74,45.23,72.0,15.9,0.56,11.03
1.0,0.0,0.24,0.0,0.0,0.0,97.76,1.0,22.0,45.0,48.0,31.89,43.85,30.51
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.36,90.6,100.3
1.5,0.0,0.3,0.0,0.0,0.2,97.2,1.0,2.0,50.0,48.0,398.0,82.5,7.72
0.0,1.57,1.43,0.0,0.0,0.0,97.0,0.0,25.0,45.0,12.0,8.91,0.03,27.23
1.0,0.0,0.24,0.0,0.0,1.0,97.76,1.0,23.0,50.0,55.08,44.16,41.62,31.53
0.89,0.0,0.57,0.0,0.9,0.0,97.26,0.37,60.0,50.0,48.0,28.83,57.8,110.7
0.8,0.95,0.79,0.0,0.0,0.0,96.94,0.4,25.0,45.0,48.0,22.64,27.56,12.03
1.5,0.0,0.0,0.0,0.0,0.0,97.5,1.0,25.0,45.0,48.0,64.3,26.8,13.7
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,2.0,54.0,168.0,351.0,62.5,42.4
1.5,0.0,0.89,0.0,0.0,0.0,96.61,1.0,25.0,50.0,48.0,15.8,37.82,4.59
1.0,0.0,0.12,0.0,0.0,0.0,97.88,1.0,60.0,60.0,24.0,43.41,84.53,11.14
0.9,0.0,0.57,0.0,0.9,0.0,97.26,0.37,60.0,50.0,48.0,28.83,60.8,110.7
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,72.0,33.89,81.7,100.8
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.36,80.6,120.3
0.9,0.22,0.19,0.0,1.34,0.0,96.98,0.37,60.0,50.0,48.0,39.89,101.2,4.51
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,2.0,54.0,24.0,120.0,71.5,8.51
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,40.0,54.0,168.0,231.0,40.8,1.5
1.0,0.0,0.3,0.0,0.0,0.25,97.7,1.0,20.74,45.23,72.0,31.0,0.56,11.03
1.5,0.0,0.0,0.0,0.0,1.0,97.0,1.0,23.0,50.0,55.08,44.47,41.62,31.53
0.9,0.22,0.19,0.0,0.9,0.0,96.98,0.37,60.0,50.0,48.0,39.89,87.5,21.5
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,2.0,54.0,72.0,120.0,72.5,8.51
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,2.0,54.0,168.0,120.0,82.5,8.51
1.4,0.0,0.0,0.0,0.0,0.0,96.6,1.0,25.0,50.0,48.0,61.11,37.82,4.54
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,50.0,48.0,52.77,61.82,14.32
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,50.0,48.0,372.0,42.35,30.51
1.0,0.0,0.0,0.0,0.0,1.0,97.0,1.0,23.0,50.0,55.08,44.45,41.62,31.53
0.9,0.0,0.19,0.0,0.0,0.0,97.63,0.38,25.0,53.0,24.0,39.23,17.0,51.2
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,25.0,50.0,24.0,85.24,49.2,14.85
1.5,0.0,0.0,0.0,0.0,0.0,97.5,1.0,40.0,75.0,48.0,64.3,116.25,13.7
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,50.0,48.0,52.77,40.61,14.32
0.8,0.95,0.79,0.0,0.0,0.0,96.94,0.4,25.0,33.0,72.0,22.64,0.25,12.03
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,10.4,45.26,72.0,9.45,0.63,4.86
1.2,0.0,0.19,0.0,0.0,0.0,98.41,0.2,25.0,54.0,24.0,10.12,66.3,136.04
1.0,0.0,0.24,0.0,0.0,0.0,97.76,1.0,25.0,50.0,56.44,31.89,42.35,30.51
1.2,0.0,0.1,0.0,0.0,0.0,98.51,0.2,25.0,50.0,24.0,15.6,49.45,73.1
2.5,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,48.0,11.22,49.4,84.17
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,54.48,12.0,32.85,65.7,100.1
2.0,0.0,0.0,0.0,0.0,0.9,96.5,1.0,20.32,45.66,72.0,14.41,0.54,5.46
1.0,0.79,1.43,0.0,0.0,0.0,96.28,0.5,25.0,45.0,12.0,32.87,0.02,29.77
1.0,0.0,0.12,0.0,0.0,0.0,97.88,1.0,25.0,50.0,24.0,43.41,38.78,11.14
2.0,0.0,0.79,0.0,0.0,0.0,96.21,1.0,35.25,52.55,10.0,64.96,48.09,45.0
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,54.0,72.0,309.0,79.3,26.5
1.2,0.0,0.1,0.0,0.0,0.0,98.51,0.2,25.0,45.0,48.0,15.6,44.45,73.1
